"","GENECARDS","ENTRY-NAME"
"2475","RHCG","RHCG_HUMAN"
"1653.1","CRYM","CRYM_HUMAN"
"2476","CCT6B","TCPW_HUMAN"
"2477","DDX52","DDX52_HUMAN"
"1774.1","MBP","MBP_HUMAN"
"2478","SYMPK","SYMPK_HUMAN"
"1977.1","HSD17B14","DHB14_HUMAN"
"2479","CDKL4","CDKL4_HUMAN"
"2480","PPP3R1","CANB1_HUMAN"
"1666.1","ADD2","ADDB_HUMAN"
"2387.1","TASP1","TASP1_HUMAN"
"2220.2","UQCC1","UQCC1_HUMAN"
"1677.2","ZNF334","ZN334_HUMAN"
"2481","CSNK1E","KC1E_HUMAN"
"2482","VGLL4","VGLL4_HUMAN"
"2483","CRMP1","DPYL1_HUMAN"
"1542.2","PPP2R2C","2ABG_HUMAN"
"2484","RAB28","RAB28_HUMAN"
"2485","PPA2","IPYR2_HUMAN"
"2079.1","ZGRF1","ZGRF1_HUMAN"
"2486","CDO1","CDO1_HUMAN"
"1782.4","DCTN4","DCTN4_HUMAN"
"2487","AK9","KAD9_HUMAN"
"2488","TUBE1","TBE_HUMAN"
"1988.3","TPD52","TPD52_HUMAN"
"1709.2","RAD54B","RA54B_HUMAN"
"2129.3","PTPRD","PTPRD_HUMAN"
"2489","UBQLN1","UBQL1_HUMAN"
"1947.2","AGTPBP1","CBPC1_HUMAN"
"2490","ARHGAP6","RHG06_HUMAN"
"1493.4","GNB1","GBB1_HUMAN"
"2491","CTNNBIP1","CNBP1_HUMAN"
"2227.2","ECHDC2","ECHD2_HUMAN"
"2492","EVI5","EVI5_HUMAN"
"2493","NRAS","RASN_HUMAN"
"2494","GPR89A","GPHRA_HUMAN"
"2495","AIFM2","AIFM2_HUMAN"
"2496","CFAP43","CFA43_HUMAN"
"1639.6","DPY19L2","D19L2_HUMAN"
"1828.2","CAPS2","CAYP2_HUMAN"
"1962.1","SPRYD7","SPRY7_HUMAN"
"2497","NCOR1","NCOR1_HUMAN"
"1757.1","ANKRD29","ANR29_HUMAN"
"2498","NOL4","NOL4_HUMAN"
"2110.1","RTTN","RTTN_HUMAN"
"1774.2","MBP","MBP_HUMAN"
"1524.1","PIP5K1C","PI51C_HUMAN"
"2499","SEMA6B","SEM6B_HUMAN"
"1662.1","EML2","EMAL2_HUMAN"
"1878.1","RTN4","RTN4_HUMAN"
"2386.1","FAM126B","F126B_HUMAN"
"2116.3","CUL3","CUL3_HUMAN"
"1676.4","PIGU","PIGU_HUMAN"
"2466.1","OSBPL10","OSB10_HUMAN"
"2500","MAP4","MAP4_HUMAN"
"2501","HACD2","HACD2_HUMAN"
"2425.1","PEX5L","PEX5R_HUMAN"
"2502","TNIP3","TNIP3_HUMAN"
"1741.1","TTC37","TTC37_HUMAN"
"2503","TBC1D32","BROMI_HUMAN"
"2504","PDE1C","PDE1C_HUMAN"
"2505","NIPAL2","NPAL2_HUMAN"
"1624.3","GLUD1","DHE3_HUMAN"
"2506","CTNND2","CTND2_HUMAN"
"2507","DHCR24","DHC24_HUMAN"
"1386.9","CCDC3","CCDC3_HUMAN"
"2377.1","DUSP16","DUS16_HUMAN"
"2508","IGDCC3","IGDC3_HUMAN"
"2509","ATP13A1","AT131_HUMAN"
"1883.4","FAM168B","F168B_HUMAN"
"2510","SLC9B2","SL9B2_HUMAN"
"2392.1","ANKRD55","ANR55_HUMAN"
"2511","ATXN1","ATX1_HUMAN"
"2394.1","CMAHP","CMAH_HUMAN"
"2512","SARDH","SARDH_HUMAN"
"2513","ZSWIM5","ZSWM5_HUMAN"
"1563.2","DOCK7","DOCK7_HUMAN"
"2514","PIP4K2A","PI42A_HUMAN"
"2515","TLL2","TLL2_HUMAN"
"1628.2","TUBGCP2","GCP2_HUMAN"
"1828.3","CAPS2","CAYP2_HUMAN"
"2516","TESC","CHP3_HUMAN"
"1405.2","DZIP1","DZIP1_HUMAN"
"1405.3","DZIP1","DZIP1_HUMAN"
"2517","TEX30","TEX30_HUMAN"
"2518","DET1","DET1_HUMAN"
"2519","GSG1L","GSG1L_HUMAN"
"1416.2","CNOT1","CNOT1_HUMAN"
"2498.1","NOL4","NOL4_HUMAN"
"1430.4","TTC9B","TTC9B_HUMAN"
"2520","PLA2G4C","PA24C_HUMAN"
"2521","TTC21B","TT21B_HUMAN"
"1885.2","HIBCH","HIBCH_HUMAN"
"2522","MAGI1","MAGI1_HUMAN"
"2523","GABRG1","GBRG1_HUMAN"
"2197.2","SPARCL1","SPRL1_HUMAN"
"2524","CENPK","CENPK_HUMAN"
"2525","ERAP1","ERAP1_HUMAN"
"2526","CCDC112","CC112_HUMAN"
"2527","ECHDC1","ECHD1_HUMAN"
"2469.1","MEOX2","MEOX2_HUMAN"
"2528","TIMM17B","TI17B_HUMAN"
"2529","KIF17","KIF17_HUMAN"
"2530","PRKAB2","AAKB2_HUMAN"
"1721.1","CCT3","TCPG_HUMAN"
"2531","C1orf131","CA131_HUMAN"
"2247.1","ALDH18A1","P5CS_HUMAN"
"2441.1","TFCP2","TFCP2_HUMAN"
"2532","POU6F1","PO6F1_HUMAN"
"1828.4","CAPS2","CAYP2_HUMAN"
"2533","POC1B","POC1B_HUMAN"
"2534","SLC41A2","S41A2_HUMAN"
"1402.2","MTRF1","RF1M_HUMAN"
"2412.1","MYCBP2","MYCB2_HUMAN"
"2535","STRN3","STRN3_HUMAN"
"1993.1","ZBTB25","ZBT25_HUMAN"
"1513.2","HEXA","HEXA_HUMAN"
"2536","TFAP4","TFAP4_HUMAN"
"1729.2","PDXDC2P","PDXD2_HUMAN"
"2315.1","TRIM16","TRI16_HUMAN"
"1972.1","NETO1","NETO1_HUMAN"
"2537","KIF3C","KIF3C_HUMAN"
"2465.1","PNPT1","PNPT1_HUMAN"
"1435.2","XPO1","XPO1_HUMAN"
"1667.3","SFXN5","SFXN5_HUMAN"
"1888.3","NDUFA10","NDUAA_HUMAN"
"1899.2","POMGNT2","PMGT2_HUMAN"
"2483.1","CRMP1","DPYL1_HUMAN"
"2121.2","RCHY1","ZN363_HUMAN"
"1914.3","MAPK10","MK10_HUMAN"
"2367.1","BDH2","BDH2_HUMAN"
"2199.1","NSUN2","NSUN2_HUMAN"
"2538","ERCC8","ERCC8_HUMAN"
"2123.1","TMEM161B","T161B_HUMAN"
"1922.3","CAMK2A","KCC2A_HUMAN"
"2260.1","EIF2AK1","E2AK1_HUMAN"
"1748.1","RASA4","RASL2_HUMAN"
"2539","DPY19L2P2","D19P2_HUMAN"
"2540","TMEM209","TM209_HUMAN"
"1714.3","NMRK1","NRK1_HUMAN"
"2490.1","ARHGAP6","RHG06_HUMAN"
"2541","LAMP2","LAMP2_HUMAN"
"2225.1","NPHP4","NPHP4_HUMAN"
"2542","DDOST","OST48_HUMAN"
"2021.2","RAP1GAP","RPGP1_HUMAN"
"2155.1","ERI3","ERI3_HUMAN"
"2278.1","SPATA6","SPAT6_HUMAN"
"2543","DAB1","DAB1_HUMAN"
"2439.1","PIGK","GPI8_HUMAN"
"1618.3","USP33","UBP33_HUMAN"
"2544","LIN9","LIN9_HUMAN"
"1384.2","TARBP1","TARB1_HUMAN"
"1805.8","PTPN20","PTN20_HUMAN"
"2296.1","DNAJC12","DJC12_HUMAN"
"2545","SIK3","SIK3_HUMAN"
"2169.2","TM7SF3","TM7S3_HUMAN"
"2250.2","TMEM116","TM116_HUMAN"
"2546","C12orf49","CL049_HUMAN"
"2547","CAMKK2","KKCC2_HUMAN"
"2548","DHX37","DHX37_HUMAN"
"1848.1","ZNF280D","Z280D_HUMAN"
"2235.1","AAGAB","AAGAB_HUMAN"
"1577.5","TARSL2","SYTC2_HUMAN"
"2549","TRAP1","TRAP1_HUMAN"
"1772.3","NAE1","ULA1_HUMAN"
"2550","NLRP1","NLRP1_HUMAN"
"2551","ZNF18","ZNF18_HUMAN"
"2059.1","TRIM37","TRI37_HUMAN"
"2552","ZNF823","ZN823_HUMAN"
"2553","ZNF569","ZN569_HUMAN"
"1978.1","ZNF671","ZN671_HUMAN"
"1775.1","MBOAT2","MBOA2_HUMAN"
"2291.1","DQX1","DQX1_HUMAN"
"1672.1","PECR","PECR_HUMAN"
"2012.1","KIF1A","KIF1A_HUMAN"
"1889.3","RNF24","RNF24_HUMAN"
"1677.3","ZNF334","ZN334_HUMAN"
"1677.4","ZNF334","ZN334_HUMAN"
"2554","TMEM189-UBE2V1","I3L0A0_HUMAN"
"2363.2","MICAL3","MICA3_HUMAN"
"2077.1","CADPS","CAPS1_HUMAN"
"2555","SEC24D","SC24D_HUMAN"
"2538.1","ERCC8","ERCC8_HUMAN"
"2556","TRAM2","TRAM2_HUMAN"
"2557","NOD1","NOD1_HUMAN"
"2152.1","PTPRN2","PTPR2_HUMAN"
"2558","EIF3E","EIF3E_HUMAN"
"2559","PSMB7","PSB7_HUMAN"
"2262.1","UTY","UTY_HUMAN"
"2560","EBNA1BP2","EBP2_HUMAN"
"2561","ARHGAP30","RHG30_HUMAN"
"2254.1","USP36","UBP36_HUMAN"
"1717.1","SYN1","SYN1_HUMAN"
"1719.1","SMARCA1","SMCA1_HUMAN"
"2439.2","PIGK","GPI8_HUMAN"
"2024.1","GLUL","GLNA_HUMAN"
"2296.2","DNAJC12","DJC12_HUMAN"
"1810.2","BBIP1","BBIP1_HUMAN"
"2562","RIMBP2","RIMB2_HUMAN"
"2563","N4BP2L2","N42L2_HUMAN"
"1402.3","MTRF1","RF1M_HUMAN"
"2564","ERO1A","ERO1A_HUMAN"
"1847.2","OTUD7A","OTU7A_HUMAN"
"1651.2","FAM227B","F227B_HUMAN"
"2565","ICAM2","ICAM2_HUMAN"
"1424.2","JMJD6","JMJD6_HUMAN"
"2060.3","CCDC57","CCD57_HUMAN"
"2566","OPA3","OPA3_HUMAN"
"1881.2","ANKRD36B","AN36B_HUMAN"
"2567","SULF2","SULF2_HUMAN"
"2568","APOL2","APOL2_HUMAN"
"1893.1","RPS19BP1","AROS_HUMAN"
"2569","FAM107A","F107A_HUMAN"
"2365.1","CNTN3","CNTN3_HUMAN"
"2425.2","PEX5L","PEX5R_HUMAN"
"1455.4","APOD","APOD_HUMAN"
"2570","TEC","TEC_HUMAN"
"2571","SLC9B1","SL9B1_HUMAN"
"2572","TBCK","TBCK_HUMAN"
"2573","SSBP2","SSBP2_HUMAN"
"2574","PRELID2","PRLD2_HUMAN"
"2575","EYS","EYS_HUMAN"
"2576","CEP162","CE162_HUMAN"
"2577","OSTM1","OSTM1_HUMAN"
"2368.1","LINC00473","CF176_HUMAN"
"1560.2","ST6GALNAC4","SIA7D_HUMAN"
"2578","ATP11C","AT11C_HUMAN"
"1786.1","HAUS7","HAUS7_HUMAN"
"2579","PAQR7","PAQR7_HUMAN"
"2451.1","ODF2L","ODF2L_HUMAN"
"1805.9","PTPN20","PTN20_HUMAN"
"1390.2","DENND5A","DEN5A_HUMAN"
"2289.2","KANSL2","KANL2_HUMAN"
"2580","ENTPD5","ENTP5_HUMAN"
"1408.1","HERC2P3","HRC23_HUMAN"
"1413.1","C16orf87","CP087_HUMAN"
"1995.7","FAM182B","F182B_HUMAN"
"2421.1","MAPK1","MK01_HUMAN"
"2581","SSUH2","SSUH2_HUMAN"
"2241.1","DLG1","DLG1_HUMAN"
"2485.1","PPA2","IPYR2_HUMAN"
"2582","SEMA5A","SEM5A_HUMAN"
"2149.2","ZFP62","ZFP62_HUMAN"
"2583","AHI1","AHI1_HUMAN"
"1928.1","DPY19L2P1","D19P1_HUMAN"
"2018.2","RMDN1","RMD1_HUMAN"
"2436.1","SPTLC1","SPTC1_HUMAN"
"2225.2","NPHP4","NPHP4_HUMAN"
"2214.1","RIMS3","RIMS3_HUMAN"
"2214.2","RIMS3","RIMS3_HUMAN"
"2584","EXTL2","EXTL2_HUMAN"
"1378.4","PHTF1","PHTF1_HUMAN"
"2065.1","WARS2","SYWM_HUMAN"
"2585","GON4L","GON4L_HUMAN"
"2586","KCNH1","KCNH1_HUMAN"
"2587","GNG4","GBG4_HUMAN"
"1805.10","PTPN20","PTN20_HUMAN"
"2588","CYP2C8","CP2C8_HUMAN"
"2589","GOT1","AATC_HUMAN"
"2228.1","SYT7","SYT7_HUMAN"
"2590","C2CD3","C2CD3_HUMAN"
"2591","NCKAP5L","NCK5L_HUMAN"
"1825.3","R3HDM2","R3HD2_HUMAN"
"2592","C12orf66","CL066_HUMAN"
"2250.3","TMEM116","TM116_HUMAN"
"1603.2","ZDHHC20","ZDH20_HUMAN"
"1993.2","ZBTB25","ZBT25_HUMAN"
"1514.3","SCAPER","SCAPE_HUMAN"
"2593","RNPS1","RNPS1_HUMAN"
"2594","MBTPS1","MBTP1_HUMAN"
"2595","SYNRG","SYNRG_HUMAN"
"1660.2","C19orf12","CS012_HUMAN"
"1584.2","SHANK1","SHAN1_HUMAN"
"2596","OTOF","OTOF_HUMAN"
"1607.2","DNAH7","DYH7_HUMAN"
"2597","PREX1","PREX1_HUMAN"
"1779.1","SEMA5B","SEM5B_HUMAN"
"2374.1","SDAD1","SDA1_HUMAN"
"2598","TSPAN5","TSN5_HUMAN"
"2599","PREP","PPCE_HUMAN"
"1928.2","DPY19L2P1","D19P1_HUMAN"
"2600","FAM3C","FAM3C_HUMAN"
"2601","PLXNA4","PLXA4_HUMAN"
"2602","RAPGEF1","RPGF1_HUMAN"
"1792.1","KIAA0319L","K319L_HUMAN"
"2603","OTUD7B","OTU7B_HUMAN"
"1565.2","RBM34","RBM34_HUMAN"
"2296.3","DNAJC12","DJC12_HUMAN"
"1508.1","USP12","UBP12_HUMAN"
"1402.4","MTRF1","RF1M_HUMAN"
"2604","UBE3A","UBE3A_HUMAN"
"2605","TJP1","ZO1_HUMAN"
"2606","NAGPA","NAGPA_HUMAN"
"2179.2","CCDC144B","C144B_HUMAN"
"2607","OSBPL7","OSBL7_HUMAN"
"2109.1","TIMP2","TIMP2_HUMAN"
"2060.4","CCDC57","CCD57_HUMAN"
"1871.1","GRIK5","GRIK5_HUMAN"
"2320.1","PUM2","PUM2_HUMAN"
"1437.1","RNF103-CHMP3","A0A140T963_HUMAN"
"2191.1","TRPC4AP","TP4AP_HUMAN"
"2597.1","PREX1","PREX1_HUMAN"
"2608","ACOX2","ACOX2_HUMAN"
"2609","SENP7","SENP7_HUMAN"
"2194.1","MYLK","MYLK_HUMAN"
"1985.2","SLC41A3","S41A3_HUMAN"
"1906.1","TPRA1","TPRA1_HUMAN"
"2610","ATP13A4","AT134_HUMAN"
"2611","STX18","STX18_HUMAN"
"1461.3","RNF175","RN175_HUMAN"
"2149.3","ZFP62","ZFP62_HUMAN"
"2368.2","LINC00473","CF176_HUMAN"
"1712.1","ZNF251","ZN251_HUMAN"
"1814.2","ZNF195","ZN195_HUMAN"
"1843.2","SEC23A","SC23A_HUMAN"
"2612","PREPL","PPCEL_HUMAN"
"2613","ST7L","ST7L_HUMAN"
"2614","PARP1","PARP1_HUMAN"
"2615","ANK3","ANK3_HUMAN"
"2616","JMJD1C","JHD2C_HUMAN"
"2545.1","SIK3","SIK3_HUMAN"
"1514.4","SCAPER","SCAPE_HUMAN"
"2617","MPHOSPH6","MPH6_HUMAN"
"2618","CDC27","CDC27_HUMAN"
"2619","ZNF45","ZNF45_HUMAN"
"1542.3","PPP2R2C","2ABG_HUMAN"
"2620","OCIAD2","OCAD2_HUMAN"
"2081.1","BRD8","BRD8_HUMAN"
"2621","NUP153","NU153_HUMAN"
"2622","TPMT","TPMT_HUMAN"
"2623","ELOVL5","ELOV5_HUMAN"
"2272.1","KMT2C","KMT2C_HUMAN"
"2624","HERC1","HERC1_HUMAN"
"2290.1","ERVK13-1","ENK13_HUMAN"
"1864.3","DLGAP1","DLGP1_HUMAN"
"2388.1","NKIRAS1","KBRS1_HUMAN"
"2625","CHDH","CHDH_HUMAN"
"2570.1","TEC","TEC_HUMAN"
"1782.5","DCTN4","DCTN4_HUMAN"
"1947.3","AGTPBP1","CBPC1_HUMAN"
"2626","CDC42BPA","MRCKA_HUMAN"
"2627","HERC4","HERC4_HUMAN"
"2003.1","ABCC8","ABCC8_HUMAN"
"1819.3","PAK1","PAK1_HUMAN"
"1837.2","MICU2","MICU2_HUMAN"
"1580.2","ZNF23","ZNF23_HUMAN"
"2628","KDSR","KDSR_HUMAN"
"1875.1","FIZ1","FIZ1_HUMAN"
"2629","FAM49A","FA49A_HUMAN"
"2630","PGAP1","PGAP1_HUMAN"
"2631","RALGAPA2","RGPA2_HUMAN"
"2039.1","NOL4L","NOL4L_HUMAN"
"2363.3","MICAL3","MICA3_HUMAN"
"1456.5","BDH1","BDH_HUMAN"
"2632","RPS10-NUDT3","A0A1W2PQS6_HUMAN"
"2633","RPS10-NUDT3","A0A2R8Y6L3_HUMAN"
"2634","RPS10-NUDT3","S4R435_HUMAN"
"2539.1","DPY19L2P2","D19P2_HUMAN"
"2635","MTUS1","MTUS1_HUMAN"
"2636","MORN1","MORN1_HUMAN"
"2637","HEATR1","HEAT1_HUMAN"
"1801.3","RGS7","RGS7_HUMAN"
"1803.1","ITGB1","ITB1_HUMAN"
"1813.1","CFAP46","CFA46_HUMAN"
"1507.1","RILPL1","RIPL1_HUMAN"
"2563.1","N4BP2L2","N42L2_HUMAN"
"2030.1","L3HYPDH","T3HPD_HUMAN"
"2290.2","ERVK13-1","ENK13_HUMAN"
"2316.1","FAM222B","F222B_HUMAN"
"2107.2","CEP112","CE112_HUMAN"
"1758.1","TRAPPC8","TPPC8_HUMAN"
"2638","DROSHA","RNC_HUMAN"
"2639","GLRX","GLRX1_HUMAN"
"2149.4","ZFP62","ZFP62_HUMAN"
"2063.3","RARS2","SYRM_HUMAN"
"1819.4","PAK1","PAK1_HUMAN"
"2250.4","TMEM116","TM116_HUMAN"
"1648.2","OCA2","P_HUMAN"
"1417.9","CMC2","COXM2_HUMAN"
"2640","CPNE1","CPNE1_HUMAN"
"2393.1","SNCB","SYUB_HUMAN"
"2336.1","REV3L","REV3L_HUMAN"
"2641","LYNX1","LYNX1_HUMAN"
"2642","NAA10","NAA10_HUMAN"
"2643","LAMA1","LAMA1_HUMAN"
"2644","LINC00299","CB046_HUMAN"
"1764.2","FGF12","FGF12_HUMAN"
"1907.1","NPHP3-ACAD11","A0A0J9YXS1_HUMAN"
"1466.1","FAM193B","F193B_HUMAN"
"2645","COPS5","CSN5_HUMAN"
"2255.1","DNER","DNER_HUMAN"
"2646","RAD1","RAD1_HUMAN"
"2647","SNIP1","SNIP1_HUMAN"
"2278.2","SPATA6","SPAT6_HUMAN"
"1696.1","PANK3","PANK3_HUMAN"
"2370.1","ORC5","ORC5_HUMAN"
"2648","FAM172A","F172A_HUMAN"
"2649","WDR59","WDR59_HUMAN"
"2650","PTPRN","PTPRN_HUMAN"
"2651","SORBS1","SRBS1_HUMAN"
"2652","THOC1","THOC1_HUMAN"
"2495.1","AIFM2","AIFM2_HUMAN"
"2453.1","ATAD1","ATAD1_HUMAN"
"2653","MXD4","MAD4_HUMAN"
"1802.1","ABI1","ABI1_HUMAN"
"2654","VPS53","VPS53_HUMAN"
"2655","PASK","PASK_HUMAN"
"1377.2","ZBTB8OS","ARCH_HUMAN"
"2656","PIP4K2B","PI42B_HUMAN"
"2654.1","VPS53","VPS53_HUMAN"
"1814.3","ZNF195","ZN195_HUMAN"
